"","AA4","is_female","DG3","DG4","DG5_4","DG6","DG8a","DG9a","DL0","DL1","DL14","DL15","DL24","MT1","MT1A","MT2","MT10","IFI14_1","IFI14_2","IFI15_2","IFI16_1","FL4","FL9A","FL10","FB20","LN1A","LN2_1","GN2","GN3","GN4","GN5"
"16735","33","1","2","99","2","99","99","99","2","99","2","2","99","99","99","2","2","1","1","99","99","99","11","99","15","4","1","99","99","99","99"
"16736","44","0","3","2","2","1","2","1","1","1","3","2","2","1","1","1","1","1","1","1","1","8","3","5","15","4","1","3","3","3","3"
"16737","16","0","3","1","2","3","3","2","1","5","4","2","3","1","3","1","2","3","3","3","2","1","1","4","1","2","1","4","4","4","4"
"16738","44","0","3","6","1","1","3","1","1","1","3","3","3","3","1","1","1","3","99","99","1","1","9","9","2","2","3","1","3","3","3"
"16739","22","1","3","1","2","2","3","1","2","7","6","4","2","1","2","2","2","4","4","2","2","2","1","2","6","4","1","3","3","3","3"
"16740","33","0","3","1","2","1","3","1","1","3","3","1","4","2","1","1","1","1","4","3","1","1","2","2","1","4","1","1","4","4","4"
"16741","23","0","3","10","2","1","3","1","1","1","6","2","3","1","2","1","2","3","99","99","1","1","6","6","14","4","4","2","99","99","99"
"16742","16","1","3","2","2","2","2","1","2","7","6","1","3","1","2","2","2","1","1","1","1","2","1","1","1","4","1","2","2","2","2"
"16743","16","0","3","3","2","1","2","2","2","7","3","1","2","0","1","2","2","3","99","99","2","1","1","1","2","4","1","2","2","2","3"
"16744","33","1","3","1","2","2","4","1","2","1","4","4","5","1","1","1","1","2","2","5","2","1","1","1","1","1","5","1","1","1","1"
"16745","42","1","3","1","2","2","2","2","2","2","2","1","1","0","2","2","2","6","6","4","3","2","3","99","4","4","1","3","3","3","3"
"16746","42","1","3","6","2","2","3","3","2","7","4","3","4","4","2","1","1","2","2","2","1","99","7","99","14","1","3","2","2","2","2"
"16747","41","1","3","1","2","2","2","2","2","5","2","1","4","1","2","2","2","2","2","2","1","2","1","2","3","1","2","2","2","2","2"
"16748","34","0","3","6","1","1","2","1","1","99","4","3","1","1","1","1","2","2","2","2","1","1","1","1","15","2","3","1","1","1","1"
"16749","23","1","3","1","2","2","2","1","2","7","2","1","1","1","1","1","2","3","3","1","1","99","5","5","15","4","1","2","2","2","2"
"16750","36","0","3","6","1","1","2","1","1","1","2","2","5","2","1","1","1","3","3","1","7","1","1","11","11","1","3","1","3","3","3"
"16751","31","1","3","1","2","1","2","1","2","7","2","1","3","1","2","2","2","99","99","99","3","99","8","99","11","4","1","1","99","1","1"
"16752","16","1","3","1","2","2","2","1","2","1","5","1","2","1","2","1","1","2","1","1","1","8","11","11","15","3","1","2","2","2","2"
"16753","16","0","3","7","2","1","3","2","1","4","3","1","2","1","1","2","1","5","5","4","2","1","1","7","15","1","2","1","1","1","1"
"16754","42","0","4","5","2","1","1","1","1","10","1","2","9","1","1","2","2","3","99","4","99","10","11","11","14","4","1","1","1","1","1"
"16755","16","0","3","5","2","1","3","3","1","2","8","2","3","3","4","1","1","4","99","99","2","1","11","1","15","2","1","3","3","3","3"
"16756","43","1","3","6","1","2","2","1","2","7","4","3","99","1","1","2","2","1","1","1","1","2","11","2","15","1","3","2","3","3","3"
"16757","26","1","3","6","2","2","3","1","2","7","4","2","3","2","2","1","1","1","1","1","1","2","1","99","1","1","3","3","3","3","3"
"16758","16","1","3","1","2","2","3","0","2","7","11","1","2","1","1","2","2","99","99","99","2","2","1","5","3","2","1","3","3","3","3"
"16759","42","0","3","6","2","1","3","1","1","3","4","2","2","1","1","1","1","5","5","3","3","8","2","7","3","4","1","1","1","1","1"
"16760","41","1","3","6","2","2","2","2","2","7","2","3","5","1","2","1","1","4","3","3","2","2","1","2","1","4","1","1","2","2","2"
"16761","25","1","1","4","2","6","1","0","2","8","5","1","2","0","99","2","2","2","99","99","1","8","1","96","4","2","3","4","4","4","4"
"16762","23","0","3","1","2","1","4","2","1","1","4","1","3","1","4","1","2","2","99","99","8","1","1","1","14","4","1","3","1","1","1"
"16763","31","0","6","1","2","1","1","1","2","9","1","4","1","1","1","1","1","2","2","2","1","1","6","99","11","4","1","1","1","1","1"
"16764","42","1","3","2","2","2","3","2","2","3","5","1","3","1","1","2","2","4","99","99","2","2","11","2","11","4","1","2","2","2","2"
"16765","21","0","1","2","2","1","2","2","1","2","2","4","1","1","1","1","2","5","5","5","3","99","11","2","15","3","1","1","4","4","99"
"16766","42","0","1","6","2","5","6","3","2","1","6","2","5","4","5","1","1","4","99","99","3","1","5","3","15","3","1","4","4","4","4"
"16767","24","1","3","1","2","2","2","1","2","7","6","1","1","1","1","1","1","1","6","5","1","2","5","2","8","2","2","2","2","2","2"
"16768","44","0","3","6","2","2","2","1","1","2","5","3","2","2","1","1","1","3","3","2","7","1","9","10","1","1","3","1","1","1","1"
"16769","31","1","1","6","2","3","3","1","2","8","5","1","2","1","3","2","2","5","99","99","3","8","11","1","3","1","4","1","3","3","3"
"16770","34","1","3","7","2","2","4","4","2","7","4","2","2","2","2","1","1","5","99","99","2","2","1","11","1","1","4","2","2","2","2"
"16771","41","0","1","7","2","3","3","3","2","8","3","1","5","1","3","1","2","4","4","2","3","8","1","2","2","1","4","4","4","4","4"
"16772","21","1","1","1","2","7","5","5","2","5","6","2","2","1","5","1","1","3","3","1","7","8","1","11","15","1","1","3","3","3","3"
"16773","16","0","3","1","2","1","2","1","1","5","2","1","3","1","1","1","1","1","1","1","1","1","6","6","15","4","1","1","1","1","1"
"16774","15","1","3","6","2","2","2","1","2","7","2","2","3","2","1","1","1","99","99","99","2","2","1","11","6","2","4","2","2","2","2"
"16775","33","0","3","4","2","1","3","3","2","7","3","1","1","1","1","2","2","3","3","3","1","1","11","11","15","3","2","1","1","1","1"
"16776","32","0","3","5","2","1","3","1","1","4","4","2","3","1","1","1","1","3","3","3","2","1","1","11","2","3","2","1","1","1","1"
"16777","43","0","2","99","1","1","2","2","1","1","2","2","99","1","1","1","1","99","99","99","99","1","11","99","1","1","1","1","1","1","1"
"16778","34","0","3","1","2","1","3","3","1","4","5","1","9","0","1","2","2","4","99","99","3","8","5","2","5","1","2","4","1","1","2"
"16779","34","0","1","6","2","3","3","3","2","8","3","2","3","1","3","2","2","5","3","2","2","99","3","2","2","2","4","4","4","4","4"
"16780","44","0","1","8","2","3","2","1","2","3","2","1","3","1","1","1","1","3","3","4","3","1","1","2","14","2","3","1","4","3","3"
"16781","41","0","3","7","2","1","2","2","1","5","2","1","99","1","1","1","1","3","3","99","2","2","1","7","1","2","2","3","3","3","3"
"16782","26","1","8","6","2","3","5","2","2","99","8","1","2","1","3","2","2","2","99","99","1","2","2","2","1","2","4","4","4","4","4"
"16783","42","0","3","4","2","1","1","99","1","2","1","2","99","1","1","1","2","1","6","1","1","2","1","99","15","2","4","2","2","2","2"
"16784","31","0","3","6","2","1","3","2","1","2","3","1","2","1","1","1","2","3","3","2","2","99","7","99","4","1","4","1","1","1","1"
"16785","16","0","3","4","2","1","2","0","1","5","2","2","1","1","1","2","2","3","3","2","6","2","3","5","1","3","1","2","2","2","2"
"16786","16","1","3","1","2","2","3","1","2","7","4","1","4","1","2","2","2","3","4","4","1","2","5","6","1","4","1","2","2","2","2"
"16787","31","0","3","1","2","1","5","0","1","1","5","1","99","1","1","1","2","3","3","2","3","1","11","11","6","1","1","1","1","1","1"
"16788","26","1","8","4","2","2","4","1","2","2","4","1","2","3","2","1","1","1","1","1","1","2","7","99","14","4","1","3","3","3","3"
"16789","34","0","1","6","1","1","1","1","1","1","4","3","5","4","1","1","1","5","4","4","7","1","4","2","2","1","4","1","1","3","3"
"16790","41","1","3","6","2","2","3","2","2","7","4","3","5","3","2","1","1","3","3","1","7","2","11","1","2","1","4","1","2","3","3"
"16791","44","0","3","5","1","1","6","1","1","2","6","2","2","4","1","1","1","2","2","99","1","1","3","5","14","3","2","3","3","3","3"
"16792","23","0","3","6","1","3","6","3","2","3","11","2","2","2","1","1","1","3","3","3","7","8","1","3","2","1","3","1","1","1","1"
"16793","16","0","3","11","1","1","6","3","1","4","9","3","2","5","1","1","1","4","4","2","7","1","11","96","15","1","5","3","3","1","1"
"16794","34","1","6","1","2","1","2","2","1","1","6","1","2","1","4","2","2","4","99","99","2","1","1","2","2","4","1","1","1","1","1"
"16795","33","1","3","4","2","7","6","2","2","7","6","2","1","1","1","1","1","4","99","99","2","1","1","11","15","2","1","1","1","1","1"
"16796","26","1","3","4","2","2","2","2","2","2","4","1","4","1","2","2","2","3","99","99","3","2","8","9","7","4","1","1","2","2","1"
"16797","16","1","3","1","2","2","2","1","2","5","2","1","2","0","2","2","2","99","99","99","2","1","3","2","2","4","1","1","3","1","1"
"16798","23","1","1","9","2","3","4","1","2","8","4","4","1","2","3","2","2","3","4","2","2","1","1","5","15","2","2","1","3","4","4"
"16799","33","1","3","5","2","2","2","0","2","1","2","1","5","1","1","1","1","2","99","3","99","1","10","11","1","1","5","3","4","2","3"
"16800","21","0","6","3","2","1","1","1","2","6","1","4","9","1","1","1","1","3","4","3","2","1","11","99","1","1","3","1","1","1","1"
"16801","44","0","1","4","2","1","3","3","1","99","3","1","5","0","1","2","2","99","99","99","3","99","11","99","15","1","1","3","3","3","3"
"16802","42","0","3","6","2","1","3","3","1","1","5","2","3","2","1","1","1","1","1","1","2","3","1","11","2","1","1","2","1","3","3"
"16803","41","0","1","5","2","3","4","2","2","1","4","1","4","2","3","1","1","4","4","3","8","8","1","3","2","1","4","3","4","1","4"
"16804","15","1","3","7","2","2","3","1","2","7","6","3","3","3","2","2","2","1","4","1","1","99","6","1","15","2","3","2","2","2","2"
"16805","44","0","3","6","1","1","2","2","1","1","3","2","4","1","1","2","2","2","2","1","3","1","11","10","14","4","1","1","1","1","1"
"16806","34","0","3","6","2","1","2","2","1","99","6","2","5","1","1","1","1","2","3","1","2","1","1","11","15","1","2","1","1","1","1"
"16807","32","0","3","7","2","1","2","1","1","99","2","2","99","99","1","2","2","99","99","99","2","99","11","99","2","1","3","3","3","3","3"
"16808","13","1","3","1","2","2","3","0","2","7","4","1","1","2","2","2","2","4","4","5","1","2","6","3","15","3","1","2","2","2","2"
"16809","21","1","1","5","2","1","1","1","1","5","1","2","5","1","1","1","1","1","1","1","1","1","1","2","1","1","3","1","1","1","1"
"16810","14","1","3","10","2","3","4","4","2","8","4","1","4","1","3","2","2","4","4","2","7","1","1","1","1","1","5","4","4","4","4"
"16811","34","1","1","4","2","1","1","1","1","1","3","2","9","1","1","1","2","99","99","99","2","1","1","1","15","4","1","1","1","1","1"
"16812","16","0","1","5","2","3","4","4","2","2","7","2","2","2","3","1","1","3","3","2","2","1","5","7","10","4","3","4","4","4","4"
"16813","25","1","3","1","2","2","3","1","2","7","3","1","2","1","4","2","2","3","3","2","2","2","3","5","1","3","1","96","96","96","96"
"16814","11","0","3","10","1","1","2","2","1","1","2","3","99","2","1","1","1","1","1","1","1","1","6","3","15","1","5","1","2","2","2"
"16815","33","1","3","1","2","2","4","1","2","5","5","1","3","1","2","1","1","1","1","3","1","1","1","8","1","1","2","1","1","1","1"
"16816","16","1","3","1","2","2","2","1","2","7","4","2","1","1","2","2","2","4","99","99","6","2","11","6","15","3","1","2","2","2","2"
"16817","42","0","3","4","2","1","1","99","2","5","1","2","99","1","2","2","2","1","4","2","1","2","11","99","15","2","4","2","2","2","2"
"16818","14","0","3","1","2","1","3","1","1","1","3","2","5","1","1","1","2","3","3","2","2","99","7","99","4","1","1","99","1","99","99"
"16819","16","1","3","4","2","2","2","0","2","7","2","2","3","0","99","2","2","3","3","3","2","2","7","9","1","3","2","2","2","2","99"
"16820","26","0","8","1","2","1","2","1","1","9","2","1","2","0","1","2","2","2","99","99","1","1","11","2","6","4","1","2","2","2","2"
"16821","42","0","3","2","2","1","2","2","1","3","2","1","5","1","1","1","1","3","3","3","2","1","4","3","15","4","1","1","1","1","1"
"16822","43","0","2","5","2","1","1","1","1","10","1","2","3","1","1","1","2","3","3","2","3","1","1","11","1","1","5","1","1","1","1"
"16823","34","0","1","7","2","3","2","1","2","8","2","2","9","1","3","1","1","5","99","4","3","8","1","1","10","4","3","4","4","4","4"
"16824","26","1","8","7","2","3","5","1","2","6","6","1","3","1","3","2","2","1","99","3","1","8","11","8","13","2","3","4","4","4","4"
"16825","16","0","1","4","2","3","3","2","2","5","7","1","3","2","1","1","1","3","3","4","1","8","2","7","1","3","1","3","3","3","3"
"16826","22","0","3","6","1","1","4","1","1","1","4","3","3","1","1","1","1","4","6","6","2","1","1","11","11","1","4","1","1","1","1"
"16827","16","0","1","7","2","6","7","2","2","8","9","1","4","3","3","1","1","3","3","2","7","8","6","1","2","1","4","4","4","4","4"
"16828","26","1","8","3","2","2","7","2","2","7","7","1","1","3","2","2","2","99","99","99","1","2","11","99","1","2","1","2","2","2","2"
"16829","25","1","3","3","2","2","5","2","2","7","5","2","4","3","2","2","2","3","99","99","2","2","1","11","1","2","1","3","3","2","3"
"16830","24","1","3","5","2","2","3","1","2","7","3","2","3","1","2","2","2","5","5","3","1","2","1","8","2","1","3","2","1","1","1"
"16831","33","0","3","5","2","1","2","2","1","3","4","4","3","1","1","1","1","5","99","99","1","1","5","1","1","1","1","1","1","3","2"
"16832","44","1","3","5","2","2","4","2","2","7","4","3","4","2","1","1","2","3","3","3","1","2","6","9","14","4","1","3","3","3","3"
"16833","24","1","1","10","2","7","4","2","2","7","6","4","3","1","3","2","2","3","3","2","1","1","96","2","6","1","4","3","4","99","99"
"16834","15","1","1","8","2","3","3","1","2","1","3","2","3","3","3","2","2","3","3","1","99","1","7","8","15","1","4","4","4","4","4"
"16835","21","1","3","1","2","2","2","0","2","7","2","1","99","0","99","2","2","99","99","99","2","2","1","2","1","4","1","2","2","2","2"
"16836","26","0","3","5","2","1","5","2","1","3","7","1","3","1","1","1","1","1","3","2","1","1","11","2","4","2","2","1","1","1","1"
"16837","11","0","2","6","2","1","2","2","1","1","2","3","5","1","1","2","2","3","4","3","1","2","11","99","15","4","1","1","1","1","1"
"16838","16","1","3","1","2","2","2","1","2","7","7","1","3","1","2","1","1","2","99","99","2","2","1","11","6","2","1","3","3","3","3"
"16839","44","0","1","9","2","1","3","3","1","1","3","3","3","2","1","1","1","2","2","2","2","1","1","3","2","1","4","1","1","1","1"
"16840","11","0","1","7","1","1","3","3","1","5","3","3","5","2","1","1","1","2","2","2","1","1","1","9","3","2","4","1","1","1","1"
"16841","33","0","3","6","2","1","2","2","2","4","3","1","3","99","1","2","2","5","5","3","3","1","11","2","15","2","1","2","2","2","3"
"16842","26","1","3","1","2","2","1","1","2","7","4","1","2","1","2","1","2","3","99","99","1","2","1","5","6","4","1","3","3","3","3"
"16843","16","1","3","1","2","2","3","2","2","7","5","1","3","1","2","2","2","2","99","99","6","99","1","99","1","4","1","99","3","99","99"
"16844","32","1","3","3","2","1","3","0","2","10","4","2","2","1","1","2","1","6","6","4","3","99","11","11","1","1","1","1","1","1","1"
"16845","31","0","1","7","1","3","4","1","1","1","4","4","5","2","3","1","1","3","3","2","7","1","3","11","1","1","5","3","3","99","99"
"16846","16","1","3","5","2","4","6","3","2","7","8","3","9","4","3","1","1","1","1","6","1","2","1","1","2","1","4","4","2","2","2"
"16847","42","1","3","4","2","2","1","99","2","7","1","2","99","1","1","2","2","3","3","1","2","2","1","99","15","2","4","2","2","2","2"
"16848","16","1","3","5","2","2","3","3","2","7","5","3","3","2","2","2","2","1","1","1","1","2","1","11","15","2","1","2","2","2","2"
"16849","16","1","3","6","2","2","2","1","2","1","4","2","4","2","2","1","1","2","2","1","1","2","1","2","5","3","5","3","2","2","2"
"16850","41","1","3","1","2","2","2","2","2","4","2","1","2","1","2","2","2","1","1","1","1","2","7","11","2","4","1","1","2","1","2"
"16851","23","1","3","1","2","2","2","1","2","7","9","2","2","1","2","2","2","1","99","99","1","2","1","1","3","4","1","2","2","2","2"
"16852","31","0","3","4","2","1","2","2","1","3","2","1","5","1","1","1","2","1","1","1","1","1","1","9","7","2","4","1","1","1","1"
"16853","25","1","3","5","2","2","1","1","2","7","3","2","2","1","2","1","2","3","3","3","3","2","11","2","6","4","4","2","2","2","2"
"16854","42","1","6","2","2","1","1","1","1","4","1","1","3","1","1","1","1","5","6","3","3","1","6","7","10","4","1","1","1","1","1"
"16855","42","1","1","6","2","3","3","3","2","8","3","4","4","2","1","1","1","2","2","2","1","17","11","11","14","2","4","4","4","4","4"
"16856","33","0","1","5","1","1","2","1","2","96","2","2","2","2","1","1","1","1","1","1","1","1","1","11","6","2","3","1","1","1","1"
"16857","31","1","1","7","2","3","99","2","2","7","5","4","99","1","1","2","2","3","4","3","8","99","7","5","14","2","3","3","3","3","3"
"16858","25","0","3","6","2","1","2","2","1","1","3","3","4","2","1","1","1","3","3","3","2","2","1","9","2","4","4","2","2","2","2"
